,State,School District,Year,Enrollment,Total Revenues,Total Expenditures,Expenditures per Pupil
6061,Minnesota,Martin Co West Sch Dist 2448,2016,765.0,10327000,13905000,18176.470588235294
6062,Minnesota,Granada-Huntley-E Chain Isd 2536,2016,229.0,3859000,5400000,23580.786026200873
6063,Minnesota,Southern Plains Education Coop 915,2016,0.0,6154000,6402000,inf
6064,Minnesota,Dassel-Cokato Public Sch District 466,2016,2309.0,24530000,24802000,10741.44651364227
6065,Minnesota,Eden Valley-Watkins Sch Dist 463,2016,974.0,11842000,10884000,11174.53798767967
6066,Minnesota,Litchfield Ind School Dist 465,2016,1628.0,20640000,18527000,11380.22113022113
6067,Minnesota,A.C.G.C. School District,2016,806.0,10754000,11471000,14232.009925558312
6068,Minnesota,Milaca Ind Sch Dist 912,2016,1881.0,23597000,23331000,12403.508771929824
6069,Minnesota,Onamia Ind Sch Dist 480,2016,635.0,12123000,12974000,20431.496062992126
6070,Minnesota,Princeton Ind School Dist 477,2016,3153.0,40114000,62119000,19701.554075483666
6071,Minnesota,Isle School Dist 473,2016,468.0,6512000,5804000,12401.709401709402
6072,Minnesota,Swanville Sch Dist 486,2016,309.0,3914000,3896000,12608.414239482201
6073,Minnesota,Little Falls Sch Dist 482,2016,2538.0,31468000,31065000,12239.952718676122
6074,Minnesota,Upsala Area Schools 487,2016,375.0,4775000,4528000,12074.666666666666
6075,Minnesota,Pierz Ind Sch Dist 484,2016,1155.0,12890000,16049000,13895.238095238095
6076,Minnesota,Royalton Ind Sch Dist 485,2016,962.0,10721000,21551000,22402.2869022869
6077,Minnesota,Mid State Educ District 6979,2016,0.0,4057000,4131000,inf
6078,Minnesota,Le Roy Sch Dist 499,2016,288.0,4482000,4486000,15576.388888888889
6079,Minnesota,Southland Sch Dist 500,2016,454.0,6065000,6594000,14524.229074889869
6080,Minnesota,Austin Ind Sch Dist 492,2016,4856.0,70320000,73728000,15182.866556836903
6081,Minnesota,Grand Meadow Sch Dist 495,2016,421.0,7130000,9921000,23565.320665083134
6082,Minnesota,Lyle Ind Sch Dist 497,2016,274.0,3765000,3541000,12923.357664233577
6083,Minnesota,Southern Mn Education Consortium,2016,0.0,1359000,1723000,inf
6084,Minnesota,Fulda Ind Sch Dist 505,2016,332.0,4667000,5389000,16231.927710843374
6085,Minnesota,Murray County School District 2169,2016,745.0,9306000,9369000,12575.838926174496
6086,Minnesota,Nicollet Ind Sch Dist 507,2016,363.0,5362000,5007000,13793.388429752065
6087,Minnesota,St Peter Ind Sch Dist 508,2016,2095.0,27352000,33812000,16139.379474940333
6088,Minnesota,Regional Management Information Center 5,2016,0.0,0,1618000,inf
6089,Minnesota,Minnesota Valley Educ Dist,2016,0.0,5270000,5399000,inf
6090,Minnesota,Ellsworth School District 514,2016,148.0,2188000,2221000,15006.756756756757
6091,Minnesota,Worthington Sch Dist 518,2016,3189.0,44728000,47033000,14748.510504860458
6092,Minnesota,Adrian Sch Dist 511,2016,562.0,7085000,6815000,12126.334519572954
6093,Minnesota,Nobles County Integration Collaborative,2016,0.0,959000,959000,inf
6094,Minnesota,Round Lake-Brewster Public Schools,2016,274.0,3445000,3393000,12383.211678832116
6095,Minnesota,Ada-Borup School District 2854,2016,516.0,6984000,10901000,21125.96899224806
6096,Minnesota,Halstad-Hendrum Sch Dist #2527,2016,255.0,3694000,3921000,15376.470588235294
6097,Minnesota,Norman County East School District,2016,294.0,4335000,4194000,14265.30612244898
6098,Minnesota,Byron Ind Sch Dist 531,2016,1978.0,23144000,38684000,19557.128412537917
6099,Minnesota,Dover-Eyota Ind School Dist 533,2016,1139.0,13351000,17648000,15494.293239683933
6100,Minnesota,Rochester Sch Dist 535,2016,17304.0,229709000,235072000,13584.835876098012
6101,Minnesota,Stewartville Sch Dist 534,2016,2075.0,23917000,40908000,19714.698795180724
6102,Minnesota,Southeast Educ Coop Svc Unit 921,2016,0.0,2213000,3059000,inf
6103,Minnesota,Zumbro Educ District,2016,0.0,6356000,6096000,inf
6104,Minnesota,Chatfield Ind School Dist 227,2016,889.0,11200000,10721000,12059.617547806523
6105,Minnesota,Battle Lake Ind Sch Dist,2016,470.0,6124000,5391000,11470.212765957447
6106,Minnesota,Fergus Falls Ind Sch Dist 544,2016,2738.0,32965000,29059000,10613.221329437545
6107,Minnesota,Henning Ind Sch Dist 545,2016,412.0,5232000,5078000,12325.242718446601
6108,Minnesota,New York Mills Ind School Dist 553,2016,759.0,8569000,8356000,11009.222661396574
6109,Minnesota,Parkers Prairie Ind Sch 547,2016,549.0,7212000,7225000,13160.291438979964
6110,Minnesota,Pelican Rapids Ind Sch 548,2016,890.0,12902000,22883000,25711.23595505618
6111,Minnesota,Perham Ind Sch Dist 549,2016,1473.0,18359000,18878000,12816.021724372029
6112,Minnesota,Underwood Ind Sch Dist 550,2016,599.0,6896000,9111000,15210.350584307178
6113,Minnesota,Fergus Falls Special Educ Coop Dist 935,2016,0.0,4425000,5932000,inf
6114,Minnesota,West Central Educ Coopertn Servs Unit #926,2016,0.0,41080000,42186000,inf
6115,Minnesota,Goodridge Ind School Dist 561,2016,198.0,3192000,3383000,17085.858585858587
6116,Minnesota,Thief River Falls School Dist 564,2016,2030.0,26198000,25954000,12785.221674876848
6117,Minnesota,Northwest 928 Minnesota Service Cooperative,2016,0.0,57780000,62477000,inf
6118,Minnesota,Hinckley-Finlayson Sch Dist 2165,2016,987.0,13438000,12572000,12737.588652482269
6119,Minnesota,Pine City Sch Dist 578,2016,1625.0,22072000,22639000,13931.692307692309
6120,Minnesota,Willow River Sch Dist 577,2016,437.0,5726000,5541000,12679.633867276887
6121,Minnesota,East Central Isd 2580,2016,733.0,11208000,11081000,15117.326057298773
6122,Minnesota,Edgerton Sch Dist 581,2016,402.0,5253000,5504000,13691.542288557213
6123,Minnesota,Rtr Public Schools,2016,584.0,7405000,7586000,12989.72602739726
6124,Minnesota,Pipestone-Jasper School District,2016,1147.0,15831000,15100000,13164.777680906713
6125,Minnesota,Climax School Dist 592,2016,205.0,2911000,2606000,12712.19512195122
6126,Minnesota,Crookston Sch Dist 593,2016,1278.0,17416000,17929000,14028.951486697966
6127,Minnesota,East Grand Forks Sch Dist 595,2016,1886.0,19675000,22372000,11862.142099681867
6128,Minnesota,Fertile Sch Dist 599,2016,473.0,5800000,6222000,13154.334038054969
6129,Minnesota,Fisher Sch Dist 600,2016,257.0,3715000,3275000,12743.190661478598
6130,Minnesota,Fosston Sch Dist 601,2016,644.0,8508000,12470000,19363.35403726708
6131,Minnesota,Winn-E-Mac School Dist #2609,2016,441.0,6131000,7113000,16129.251700680272
6132,Minnesota,Minnewaska Sch Dist 2149,2016,1144.0,18298000,21252000,18576.923076923078
6133,Minnesota,Mounds View Ind School Dist 621,2016,11362.0,168656000,160002000,14082.20383735258
6134,Minnesota,North St Paul-Maplewood Schools Dist 622,2016,10648.0,171835000,153606000,14425.80766341097
6135,Minnesota,Roseville Ind Sch Dist 623,2016,7683.0,117997000,111264000,14481.84303006638
6136,Minnesota,White Bear Lake Sch Dist 624,2016,8387.0,121136000,119805000,14284.60713008227
6137,Minnesota,Valley Crossing Community School,2016,0.0,6839000,5750000,inf
6138,Minnesota,Ne Metro Intermediate District 916,2016,0.0,55584000,56740000,inf
6139,Minnesota,Regional Management Information Center 7,2016,0.0,0,38200000,inf
6140,Minnesota,St Paul Independent School Dist 625,2016,37698.0,691304000,696509000,18476.01994800785
6141,Minnesota,Red Lake Ind Sch Dist 630,2016,369.0,5190000,6762000,18325.20325203252
6142,Minnesota,Red Lake County Central Public Sch,2016,376.0,5913000,5690000,15132.978723404256
6143,Minnesota,Area Special Education Cooperative,2016,0.0,2673000,2696000,inf
6144,Minnesota,Pine-Prairie Voc Center 985,2016,0.0,743000,1214000,inf
6145,Minnesota,Milroy Jt Ind Sch Dist 635,2016,47.0,904000,890000,18936.17021276596
6146,Minnesota,Wabasso Sch Dist 640,2016,390.0,5552000,10665000,27346.153846153848
6147,Minnesota,Cedar Mountain School District,2016,499.0,6803000,10642000,21326.653306613225
6148,Minnesota,Redwood Area School District,2016,1132.0,14842000,16300000,14399.293286219081
6149,Minnesota,Red Rock Central School District,2016,399.0,5808000,5073000,12714.285714285714
6150,Minnesota,Bird Island-Oliva Isd 2534,2016,710.0,8994000,8309000,11702.81690140845
6151,Minnesota,Buffalo Lake-Hector Isd 2159,2016,546.0,6763000,6851000,12547.619047619048
6152,Minnesota,Renville County West School District,2016,530.0,7765000,11574000,21837.735849056604
6153,Minnesota,Faribault Sch Dist 656,2016,3954.0,57630000,60809000,15379.10976226606
6154,Minnesota,Northfield Sch Dist 659,2016,3984.0,58023000,52984000,13299.196787148594
6155,Minnesota,Hills-Beaver Creek Sch Dist 671,2016,375.0,5187000,4264000,11370.666666666666
6156,Minnesota,Luverne Sch Dist 2184,2016,1224.0,15098000,14511000,11855.392156862745
6157,Minnesota,Badger Ind Sch Dist 676,2016,257.0,3502000,3547000,13801.556420233463
6158,Minnesota,Roseau Sch Dist 682,2016,1176.0,14426000,13929000,11844.387755102041
6159,Minnesota,Warroad Sch Dist 690,2016,1027.0,14119000,13203000,12855.89094449854
6160,Minnesota,Greenbush-Middle River School District,2016,404.0,5742000,5902000,14608.910891089108
6161,Minnesota,Chisholm Ind Sch Dist 695,2016,756.0,11570000,10833000,14329.36507936508
6162,Minnesota,Duluth Ind Sch Dist 709,2016,8462.0,135813000,128969000,15240.95958402269
6163,Minnesota,Ely Ind Sch Dist 696,2016,572.0,9391000,8848000,15468.531468531468
6164,Minnesota,Floodwood Ind School Dist 698,2016,234.0,4144000,4164000,17794.871794871793
6165,Minnesota,Hermantown Ind Sch Dist 700,2016,2152.0,24355000,54095000,25137.081784386617
6166,Minnesota,Hibbing Ind Sch Dist 701,2016,2470.0,31728000,30268000,12254.251012145749
6167,Minnesota,Mountain Iron-Buhl Sch Dist 712,2016,527.0,10519000,9979000,18935.483870967742
6168,Minnesota,Proctor Ind Sch Dist 704,2016,1836.0,22237000,21749000,11845.860566448802
6169,Minnesota,Virginia Sch Dist 706,2016,1713.0,29593000,28777000,16799.182720373614
6170,Minnesota,Mesabi East School Dist #2711,2016,902.0,15662000,12993000,14404.656319290465
6171,Minnesota,St Louis County Isd 2142,2016,1904.0,35573000,33510000,17599.789915966387
6172,Minnesota,Eveleth-Gilbert Isd 2154,2016,1026.0,14438000,12907000,12579.922027290448
6173,Minnesota,Northland Learning Center,2016,53.0,6776000,7544000,142339.62264150943
6174,Minnesota,Northeast Educ Cooperation Servs Unit 927,2016,0.0,3529000,8517000,inf
6175,Minnesota,Regional Management Information Center 2,2016,0.0,0,1343000,inf
6176,Minnesota,Nett Lake Ind School Dist 707,2016,107.0,2623000,2590000,24205.607476635512
6177,Minnesota,Belle Plaine Ind School Dist 716,2016,1646.0,20894000,19434000,11806.804374240583
6178,Minnesota,Jordan Ind Sch Dist 717,2016,1838.0,23610000,37587000,20449.945593035907
6179,Minnesota,New Prague Sch Dist 721,2016,4157.0,49275000,56501000,13591.772913158527
6180,Minnesota,Prior Lake Ind Sch Dist 719,2016,8047.0,104319000,96623000,12007.331924940972
6181,Minnesota,Shakopee Ind Sch Dist 720,2016,8223.0,104001000,115563000,14053.63006202116
6182,Minnesota,Southwest Metro Educational Coop,2016,103.0,18257000,16799000,163097.08737864078
6183,Minnesota,Becker Ind Sch Dist 726,2016,2846.0,33796000,32665000,11477.512297962052
6184,Minnesota,Big Lake Ind Sch Dist 727,2016,3249.0,40255000,36367000,11193.29024315174
6185,Minnesota,Elk River Public School District 728,2016,13168.0,178080000,199439000,15145.732077764276
6186,Minnesota,River Bend Education District,2016,0.0,5293000,5372000,inf
6187,Minnesota,G.F.W. Isd 2365,2016,768.0,10463000,11264000,14666.666666666666
6188,Minnesota,Sibley East School District,2016,1207.0,17620000,22149000,18350.455675227837
6189,Minnesota,Albany Ind Sch Dist 745,2016,1733.0,21031000,22456000,12957.876514714368
6190,Minnesota,Holdingford Ind Sch Dist #738,2016,1058.0,11805000,11001000,10397.920604914934
6191,Minnesota,Kimball Ind Sch Dist 739,2016,710.0,8643000,8792000,12383.098591549297
6192,Minnesota,Melrose Ind Sch Dist 740,2016,1369.0,16965000,16730000,12220.598977355734
6193,Minnesota,Paynesville Ind School Dist 741,2016,952.0,11655000,11485000,12064.0756302521
6194,Minnesota,St Cloud Ind School Dist 742,2016,10228.0,151948000,179618000,17561.40007821666
6195,Minnesota,Sartell Ind Sch Dist 748,2016,3880.0,44069000,42248000,10888.659793814433
6196,Minnesota,Sauk Centre Sch Dist 743,2016,1081.0,13180000,12015000,11114.708603145236
6197,Minnesota,Central Minnesota Telecomm District,2016,0.0,408000,407000,inf
6198,Minnesota,Belgrade-Brooten-Elrosa School District,2016,638.0,8129000,8087000,12675.548589341694
6199,Minnesota,Central Minnesota Joint Powers District,2016,0.0,1788000,3476000,inf
6200,Minnesota,Central Minnesota Ecsu 923,2016,0.0,8936000,8020000,inf
6201,Minnesota,Regional Management Information Center 3,2016,0.0,0,2261000,inf
6202,Minnesota,West Central Area Learning Center,2016,0.0,3743000,3692000,inf
6203,Minnesota,Benton-Stearns Educ Dist 6383,2016,0.0,6197000,6404000,inf
6204,Minnesota,Cold Spring School Dist,2016,2097.0,26318000,25041000,11941.34477825465
6205,Minnesota,Blooming Prairie Ind Sch Dist 756,2016,721.0,9261000,9220000,12787.794729542302
6206,Minnesota,Medford Ind Sch Dist 763,2016,907.0,10233000,8972000,9891.951488423374
6207,Minnesota,Owatonna Sch Dist 761,2016,4969.0,63723000,65055000,13092.171463071041
6208,Minnesota,Hancock Ind Sch Dist 768,2016,345.0,4099000,3945000,11434.782608695652
6209,Minnesota,Morris Area Public Schools,2016,1035.0,14360000,14966000,14459.903381642513
6210,Minnesota,Midwest Spec Education Coop 398,2016,0.0,1610000,1552000,inf
6211,Minnesota,Chokio-Alberta Ind School Dist 771,2016,158.0,2572000,2538000,16063.291139240506
6212,Minnesota,Benson Sch Dist 777,2016,844.0,11354000,11132000,13189.57345971564
6213,Minnesota,Kerkhoven-Murdock-Sunburg School Dist #775,2016,676.0,8852000,9725000,14386.094674556212
6214,Minnesota,Bertha Hewitt Sch Dist 786,2016,426.0,5831000,6259000,14692.488262910798
6215,Minnesota,Browerville Sch Dist 787,2016,403.0,5349000,5451000,13526.05459057072
6216,Minnesota,Staples-Motley Sch Dist 2170,2016,1168.0,16051000,16325000,13976.883561643835
6217,Minnesota,Long Prairie-Grey Eagle School District,2016,919.0,13640000,16964000,18459.194776931447
6218,Minnesota,Eagle Valley School District,2016,229.0,3099000,3557000,15532.751091703056
6219,Minnesota,North Central Ecsu 924,2016,0.0,2209000,19045000,inf
6220,Minnesota,Freshwater Educ District,2016,0.0,10287000,9654000,inf
6221,Minnesota,Browns Valley Ind School Dist 801,2016,107.0,1700000,1737000,16233.644859813085
6222,Minnesota,Wheaton Ind Sch Dist 803,2016,404.0,5832000,7423000,18373.762376237624
6223,Minnesota,Lake City Sch Dist 813,2016,1267.0,15344000,14583000,11509.865824782952
6224,Minnesota,Plainview Elgin Millville School District,2016,1488.0,15688000,15501000,10417.338709677419
6225,Minnesota,Wabasha Co Sch Dist 811,2016,570.0,7824000,9819000,17226.315789473683
6226,Minnesota,Menahga Sch Dist 821,2016,993.0,11316000,10517000,10591.137965760323
6227,Minnesota,Verndale Ind Sch Dist 818,2016,533.0,6635000,6169000,11574.108818011257
6228,Minnesota,Wadena/Deer Creek Public School Dist 543,2016,992.0,13004000,13402000,13510.08064516129
6229,Minnesota,Sebeka Ind Sch Dist 820,2016,504.0,6043000,6495000,12886.904761904761
6230,Minnesota,Janesville-Waldorf-Pembertn Schl Dist 2835,2016,647.0,9427000,8378000,12948.995363214837
6231,Minnesota,Nrheg School District 2168,2016,927.0,10684000,10428000,11249.190938511327
6232,Minnesota,Waseca Ind Sch Dist 829,2016,1894.0,25326000,24281000,12819.957761351638
6233,Minnesota,Forest Lake Sch Dist 831,2016,6643.0,86395000,94028000,14154.448291434594
6234,Minnesota,Mahtomedi Sch Dist 832,2016,3335.0,45682000,44561000,13361.619190404797
6235,Minnesota,South Washington Cnty School Dist 833,2016,18187.0,256830000,270457000,14870.896794413593
6236,Minnesota,Stillwater Sch Dist 834,2016,8489.0,129154000,132272000,15581.57615738014
6237,Minnesota,East Metro Integration District,2016,0.0,879000,1377000,inf
6238,Minnesota,Butterfield Sch Dist 836,2016,232.0,3254000,3354000,14456.896551724138
6239,Minnesota,Madelia Pub Sch Dist 837,2016,548.0,7940000,7495000,13677.007299270073
6240,Minnesota,St James Sch Dist 840,2016,989.0,13670000,17143000,17333.670374115267
6241,Minnesota,Breckenridge Sch Dist 846,2016,660.0,9242000,14565000,22068.18181818182
6242,Minnesota,Campbell-Tintah Sch Dist 852,2016,149.0,2716000,2443000,16395.973154362415
6243,Minnesota,Rothsay Sch Dist 850,2016,297.0,4495000,7702000,25932.65993265993
6244,Minnesota,Lewiston Sch Dist 857,2016,758.0,9090000,8817000,11631.926121372031
6245,Minnesota,St Charles Sch Dist 858,2016,1007.0,11321000,11319000,11240.317775571002
6246,Minnesota,Winona Ind Sch Dist 861,2016,3141.0,49385000,48297000,15376.313276026744
6247,Minnesota,Hiawatha Valley Educ Dist 6013,2016,0.0,8879000,8534000,inf
6248,Minnesota,Monticello Sch Dist 882,2016,4168.0,61074000,65348000,15678.502879078695
6249,Minnesota,Annandale Sch Dist 876,2016,1818.0,23124000,22398000,12320.13201320132
6250,Minnesota,Buffalo Sch Dist 877,2016,5857.0,75896000,83059000,14181.15075977463
6251,Minnesota,Delano Sch Dist 879,2016,2468.0,29983000,30895000,12518.233387358185
6252,Minnesota,Howard Lake-Waverly-Winsted School District 2687,2016,1160.0,16664000,23997000,20687.068965517243
6253,Minnesota,Maple Lake Sch Dist 881,2016,894.0,11516000,10714000,11984.340044742728
6254,Minnesota,Rockford Ind Sch Dist 883,2016,1733.0,24446000,22039000,12717.253317945759
6255,Minnesota,St Michael-Albertville Sch Dist 885,2016,6140.0,76895000,68323000,11127.524429967427
6256,Minnesota,Wright Tech Cntr Area Lrng Cntr,2016,0.0,3624000,3693000,inf
6257,Minnesota,Meeker-Wright Special Educ Cooperation 938,2016,0.0,8140000,8143000,inf
6258,Minnesota,Canby Ind Sch Dist 891,2016,522.0,6923000,10338000,19804.597701149425
6259,Minnesota,Yellow Medicine East School District,2016,785.0,11695000,12118000,15436.942675159236
6260,Minnesota,Minn Valley Coop Center 978,2016,0.0,2589000,2725000,inf
6261,Mississippi,Coahoma County Agricultural High School,2016,251.0,3347000,3322000,13235.059760956176
6262,Mississippi,Forrest County Agricultural High School,2016,580.0,6008000,6086000,10493.103448275862
6263,Mississippi,Natchez-Adams School District,2016,3561.0,38660000,38260000,10744.17298511654
6264,Mississippi,Corinth Mun Sep Sch Dist,2016,2727.0,24080000,24421000,8955.262192885955
6265,Mississippi,Alcorn County School District,2016,3267.0,30246000,28872000,8837.465564738292
6266,Mississippi,Amite County School District,2016,1039.0,13934000,14413000,13871.992300288739
6267,Mississippi,Kosciusko Mun Sep School Dist,2016,2380.0,19254000,18358000,7713.44537815126
6268,Mississippi,Attala Co School District,2016,1108.0,12922000,12541000,11318.592057761733
6269,Mississippi,Benton County School District,2016,1196.0,12160000,11612000,9709.030100334448
6270,Mississippi,West Bolivar Cons Sch,2016,1397.0,16780000,16624000,11899.785254115963
6271,Mississippi,North Bolivar Cons Sch,2016,1099.0,12665000,12312000,11202.911737943585
6272,Mississippi,Cleveland Cons Sch Dist 4,2016,3652.0,35094000,34888000,9553.121577217962
6273,Mississippi,Calhoun County School District,2016,2551.0,22014000,21259000,8333.59466875735
6274,Mississippi,Carroll County School District,2016,1035.0,10062000,9688000,9360.386473429951
6275,Mississippi,Houston Sep School District,2016,1781.0,15560000,15234000,8553.62156092083
6276,Mississippi,Okolona Mun Sep Sch Dist,2016,690.0,7371000,8170000,11840.579710144928
6277,Mississippi,Chickasaw County School District,2016,512.0,4504000,4998000,9761.71875
6278,Mississippi,Choctaw Co Sch Dist,2016,1408.0,19812000,16202000,11507.102272727272
6279,Mississippi,Claiborne County School District,2016,1539.0,17855000,16813000,10924.626380766731
6280,Mississippi,Enterprise Cons Sch Dist,2016,982.0,9302000,9713000,9891.038696537678
6281,Mississippi,Quitman Cons Sch Dist,2016,1958.0,19952000,18296000,9344.228804902963
6282,Mississippi,West Point Consolidated School District,2016,3270.0,41154000,33354000,10200.0
6283,Mississippi,Clarksdale Mun Sep School Dist,2016,2812.0,30628000,29418000,10461.593172119488
6284,Mississippi,Coahoma Co Sch Dist,2016,1609.0,17678000,16906000,10507.147296457428
6285,Mississippi,Hazlehurst Mun Sep School Dist,2016,1510.0,15076000,12753000,8445.69536423841
6286,Mississippi,Copiah Co Sch Dist,2016,2692.0,22777000,21595000,8021.916790490342
6287,Mississippi,Covington Co Sch System,2016,2935.0,28732000,26730000,9107.32538330494
6288,Mississippi,Desoto Co Sch System,2016,33140.0,274563000,262411000,7918.255884127942
6289,Mississippi,Hattiesburg Public Sch Dist,2016,4452.0,49786000,46337000,10408.1311769991
6290,Mississippi,Forrest County School District,2016,2325.0,24161000,22510000,9681.720430107527
6291,Mississippi,Petal Mun Sep School Dist,2016,4091.0,37925000,36337000,8882.1803959912
6292,Mississippi,Franklin Co Sch Dist,2016,1371.0,14417000,14554000,10615.60904449307
6293,Mississippi,George Co Sch Dist,2016,4107.0,33513000,33352000,8120.769418066715
6294,Mississippi,Greene County School District,2016,2032.0,18090000,18865000,9283.956692913385
6295,Mississippi,Grenada Mun Sep Sch Dist,2016,4072.0,36258000,35505000,8719.302554027505
6296,Mississippi,Bay St Louis-Waveland Sch Dist,2016,1952.0,22510000,21422000,10974.38524590164
6297,Mississippi,Hancock County School District,2016,4486.0,41317000,40613000,9053.27686134641
6298,Mississippi,Biloxi Public School Dist,2016,5965.0,66234000,67533000,11321.542330259848
6299,Mississippi,Gulfport School District,2016,6375.0,66947000,81782000,12828.549019607843
6300,Mississippi,Long Beach Mun Sep Sch Dist,2016,3244.0,27360000,28344000,8737.361282367448
6301,Mississippi,Pass Christian Mun Sep School Dist,2016,2008.0,23040000,20434000,10176.294820717132
6302,Mississippi,Harrison County School District,2016,14628.0,144496000,133522000,9127.837024883784
6303,Mississippi,Jackson Mun Sep Sch Dist,2016,28019.0,291442000,278202000,9929.048145900995
6304,Mississippi,Hinds Co Sch Dist,2016,6221.0,64350000,59232000,9521.298826555216
6305,Mississippi,Clinton Public School Dist,2016,5129.0,45418000,45317000,8835.445505946578
6306,Mississippi,Holmes Co Sch Dist,2016,2898.0,27599000,25751000,8885.783298826776
6307,Mississippi,Durant Mun Sep Sch Dist,2016,531.0,4880000,4588000,8640.30131826742
6308,Mississippi,Humphreys Co Sch Dist,2016,1727.0,17477000,16193000,9376.375217139548
6309,Mississippi,Itawamba Co Sch Dist,2016,3544.0,30768000,29790000,8405.756207674944
6310,Mississippi,Moss Point Mun Sep Sch Dist,2016,2045.0,28437000,23901000,11687.530562347189
6311,Mississippi,Ocean Springs School District,2016,5762.0,51875000,46964000,8150.642138146477
6312,Mississippi,Pascagoula Mun Sep Sch Dist,2016,7227.0,95665000,91028000,12595.544485955445
6313,Mississippi,Jackson Co Sch Dist,2016,9279.0,83702000,77043000,8302.942127384416
6314,Mississippi,East Jasper Cons Sch Dist,2016,954.0,12290000,10156000,10645.702306079664
6315,Mississippi,West Jasper Cons Sch Dist,2016,1452.0,14321000,13726000,9453.168044077134
6316,Mississippi,Jefferson County School District,2016,1290.0,13478000,13169000,10208.527131782947
6317,Mississippi,Jefferson Davis County School District,2016,1471.0,18518000,17875000,12151.597552685249
6318,Mississippi,Laurel Mun Sep Sch Dist,2016,3280.0,34318000,32444000,9891.463414634147
6319,Mississippi,Jones County School District,2016,8537.0,76565000,69300000,8117.6057162937805
6320,Mississippi,Kemper Co Sch Dist,2016,1111.0,15085000,14537000,13084.608460846084
6321,Mississippi,Oxford School District,2016,4250.0,49866000,43976000,10347.29411764706
6322,Mississippi,Lafayette County School District,2016,2741.0,26227000,25407000,9269.244801167457
6323,Mississippi,Lamar County School District,2016,9996.0,90683000,87106000,8714.0856342537
6324,Mississippi,Lumberton Line Cons Sch Dist,2016,585.0,6345000,6339000,10835.897435897436
6325,Mississippi,Meridian Mun Sep Sch Dist,2016,5711.0,59641000,59137000,10354.929084223428
6326,Mississippi,Lauderdale Co Sch Dist,2016,6669.0,56432000,57403000,8607.43739691108
6327,Mississippi,Lawrence County School District,2016,2225.0,20148000,19470000,8750.561797752809
6328,Mississippi,Leake County School District,2016,2914.0,25455000,24863000,8532.258064516129
6329,Mississippi,Tupelo Public School District,2016,7146.0,76834000,78007000,10916.176882171845
6330,Mississippi,Lee County School District,2016,7087.0,61258000,64543000,9107.238605898123
6331,Mississippi,Nettleton School District,2016,1329.0,11470000,11010000,8284.424379232505
6332,Mississippi,Greenwood Mun Sep School Dist,2016,2846.0,27272000,27253000,9575.895994378074
6333,Mississippi,Leflore Co Sch Dist,2016,2405.0,24402000,23915000,9943.866943866944
6334,Mississippi,Brookhaven Mun Sep Sch Dist,2016,2982.0,28929000,27255000,9139.839034205232
6335,Mississippi,Lincoln Co Sch Dist,2016,3190.0,24945000,23043000,7223.510971786834
6336,Mississippi,Columbus Mun Sep Sch Dist,2016,4117.0,44017000,43652000,10602.866164683022
6337,Mississippi,Lowndes Co Sch Dist,2016,5217.0,53801000,75629000,14496.645581751965
6338,Mississippi,Canton Public School Dist,2016,3603.0,37492000,42503000,11796.558423535942
6339,Mississippi,Madison County School District,2016,13078.0,141460000,133068000,10174.950298210735
6340,Mississippi,Columbia Municipal Separate School Dist,2016,1741.0,17311000,16289000,9356.117174037909
6341,Mississippi,Marion County School District,2016,2098.0,22048000,21782000,10382.268827454718
6342,Mississippi,Holly Spgs School District,2016,1450.0,15569000,20366000,14045.51724137931
6343,Mississippi,Marshall County School District,2016,3240.0,27548000,26473000,8170.679012345679
6344,Mississippi,Amory Mun Sep Sch Dist,2016,1781.0,14888000,13656000,7667.602470522179
6345,Mississippi,Aberdeen School District,2016,1266.0,14762000,15820000,12496.05055292259
6346,Mississippi,Monroe County School District,2016,2424.0,22289000,21702000,8952.970297029702
6347,Mississippi,Winona Mun Sep Sch Dist,2016,1123.0,10950000,10788000,9606.411398040962
6348,Mississippi,Montgomery Co Sch Dist,2016,273.0,4615000,4349000,15930.40293040293
6349,Mississippi,Philadelphia Pub School Dist,2016,1148.0,10495000,9851000,8581.010452961673
6350,Mississippi,Neshoba County School District,2016,3403.0,26410000,30574000,8984.42550690567
6351,Mississippi,Newton Mun Sep Sch Dist,2016,941.0,9778000,9276000,9857.59829968119
6352,Mississippi,Union Mun Sep Sch Dist,2016,1038.0,8480000,8239000,7937.3795761079
6353,Mississippi,Newton Co Sch Dist,2016,1808.0,16806000,16650000,9209.070796460177
6354,Mississippi,Noxubee County School District,2016,1709.0,18770000,17368000,10162.668227033353
6355,Mississippi,Starkville-Oktibbeha Consolidated School District,2016,5152.0,62657000,53794000,10441.381987577639
6356,Mississippi,North Panola Cons School Dist,2016,1477.0,16354000,15668000,10607.989167230873
6357,Mississippi,South Panola School District,2016,4430.0,42893000,48874000,11032.505643340857
6358,Mississippi,Picayune Mun Sep Sch Dist,2016,3680.0,37153000,36199000,9836.684782608696
6359,Mississippi,Poplarville Mun Sep Sch Dist,2016,1927.0,18824000,18553000,9627.919045147899
6360,Mississippi,Pearl River Co Sch Dist,2016,3017.0,26255000,26029000,8627.444481272787
6361,Mississippi,Richton Mun Sep Sch Dist,2016,711.0,5947000,5977000,8406.469760900141
6362,Mississippi,Perry Co Sch Dist,2016,1160.0,13356000,13376000,11531.034482758621
6363,Mississippi,Mccomb School District,2016,2715.0,28262000,28150000,10368.324125230203
